gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	subtype
Camk1	1.968850195114249e-23	-0.367126964789649	0.159	0.489	4.1450203157740285e-19	2.2674921953700694e-27	-0.2913502369692239	0.143	0.514	4.773751318912607e-23	1.968850195114249e-23	4.534984390740139e-27	PvC
Anapc11	4.691781433088859e-13	-0.3735909517508288	0.334	0.567	9.877607451081974e-9	2.3447408791100037e-27	-0.3916213229395755	0.256	0.682	4.936382972790291e-23	4.691781433088859e-13	4.689481758220023e-27	PvC
Abhd17a	1.0372946611178669e-15	-0.33747600693520635	0.267	0.539	2.183816450051445e-11	3.1184104796651936e-27	-0.35422201510294016	0.215	0.642	6.565189582839132e-23	1.0372946611178669e-15	6.2368209593304016e-27	PvC
Adamts5	4.9089216223534406e-27	-0.28787190997383416	0.036	0.241	1.0334752691540699e-22	1.1145540965541497e-24	-0.30321205809120166	0.046	0.25	2.3464707394754513e-20	1.1145540965541497e-24	9.817843244706887e-27	PvC
Rbp1	1.253638093209218e-18	-0.43521587555345764	0.182	0.461	2.6392842776333666e-14	7.641646251836907e-27	-0.4547178962356245	0.217	0.601	1.6087957853992241e-22	1.253638093209218e-18	1.5283292503673883e-26	PvC
Mfge8	1.5570176552220287e-17	-0.4522730282813334	0.78	0.844	3.277989269538937e-13	7.937593012358204e-27	-0.4646508761736796	0.821	0.946	1.6711014568917727e-22	1.5570176552220287e-17	1.5875186024716408e-26	PvC
Lamtor2	2.0187627910033966e-8	-0.28342649892450367	0.339	0.525	4.2501013038994507e-4	1.1044863988731191e-26	-0.42090880308172157	0.29	0.723	2.3252752155475777e-22	2.0187627910033966e-8	2.2089727977462385e-26	PvC
Ndufv3	2.394319991487997e-12	-0.35405800088924405	0.293	0.518	5.0407618780796805e-8	1.2338521195796788e-26	-0.41874914111043443	0.266	0.676	2.5976288673510977e-22	2.394319991487997e-12	2.4677042391593573e-26	PvC
P3h3	4.325059927183435e-18	-0.2713355493313372	0.134	0.397	9.105548664699285e-14	1.3218226337220412e-26	-0.3071399571810399	0.13	0.459	2.7828331907750136e-22	4.325059927183435e-18	2.643645267444085e-26	PvC
Susd2	5.69381820932115e-16	-0.3425501798037643	0.194	0.461	1.1987195476083816e-11	2.978064225009624e-26	-0.3754672312286895	0.185	0.547	6.269718612912761e-22	5.69381820932115e-16	5.956128450019277e-26	PvC
Postn	3.454155997432676e-26	-0.7391337339779961	0.508	0.766	7.272034621395013e-22	2.5218030992012274e-22	-0.5630592986919786	0.553	0.797	5.309152064748344e-18	2.5218030992012274e-22	6.908311994865352e-26	PvC
Svil	2.1542782780448063e-14	-0.2866438249434415	0.18	0.44	4.535402058767731e-10	5.76666197501649e-26	-0.38189784424444523	0.166	0.52	1.2140553456002215e-21	2.1542782780448063e-14	1.1533323950032972e-25	PvC
Ogn	6.381652299789591e-26	-0.34364951778922354	0.049	0.27	1.3435292586747026e-21	2.5784003341829705e-20	-0.264764972238644	0.071	0.291	5.428306223555408e-16	2.5784003341829705e-20	1.2763304599579205e-25	PvC
Mdh1	1.6131799631806812e-11	-0.3495614059170555	0.329	0.574	3.396227776484288e-7	7.125716477896914e-26	-0.3998553586850906	0.266	0.676	1.5001770900916373e-21	1.6131799631806812e-11	1.4251432955793844e-25	PvC
Etfb	1.58836773616392e-15	-0.4383141296023623	0.341	0.596	3.3439905949459006e-11	7.623703069003834e-26	-0.4410934242868603	0.289	0.689	1.6050182071173772e-21	1.58836773616392e-15	1.5247406138007682e-25	PvC
Npy1r	4.0433932455537745e-18	-0.45681180574047087	0.199	0.489	8.512555799864362e-14	1.0897350422026717e-25	-0.4522997147548474	0.159	0.493	2.294219184349285e-21	4.0433932455537745e-18	2.1794700844053504e-25	PvC
Eci2	9.73211543568457e-12	-0.2593634537259757	0.173	0.404	2.0489022626746725e-7	1.2176445451466963e-25	-0.2522318255661698	0.121	0.446	2.56350706089734e-21	9.73211543568457e-12	2.435289090293402e-25	PvC
Tnrc6c	7.924579192834248e-14	-0.3747380589299298	0.346	0.589	1.6683616574673942e-9	1.4442060270666618e-25	-0.3917607517792843	0.274	0.703	3.040486948783443e-21	7.924579192834248e-14	2.8884120541333364e-25	PvC
Dbi	2.319791568128982e-14	-0.4642970119307457	0.446	0.638	4.883857188381946e-10	1.5035844597988184e-25	-0.5197841597864881	0.473	0.797	3.1654963632144523e-21	2.319791568128982e-14	3.0071689195976327e-25	PvC
Rtl8a	8.931621114871045e-18	-0.3386219115719099	0.205	0.496	1.880374193313801e-13	1.8351890568395653e-25	-0.3204903641453877	0.174	0.541	3.863623521364337e-21	8.931621114871045e-18	3.670378113679133e-25	PvC
Mpc2	8.805564904745935e-10	-0.3147761283838219	0.367	0.553	1.8538355793961616e-5	2.059183862048218e-25	-0.4090905620801056	0.278	0.689	4.335199784770114e-21	8.805564904745935e-10	4.118367724096451e-25	PvC
Lox	1.2862747308512177e-24	-0.4013475857943576	0.079	0.333	2.7079941908610686e-20	2.992347515792581e-25	-0.31145953815624217	0.084	0.351	6.2997892249981204e-21	1.2862747308512177e-24	5.984695031585168e-25	PvC
Zmynd8	3.3157899133579484e-14	-0.2678867965586459	0.17	0.418	6.980732504592489e-10	4.806790800708482e-25	-0.31119890622020624	0.158	0.514	1.0119736672731567e-20	3.3157899133579484e-14	9.613581601416975e-25	PvC
Ifngr1	2.5322023447432957e-6	-0.2580549874673185	0.412	0.567	0.05331045596388061	6.454578292563129e-25	-0.39752580575868696	0.316	0.723	1.3588823679333155e-20	2.5322023447432957e-6	1.2909156585126284e-24	PvC
Timp2	1.8956784686006873e-14	-0.5077753455372366	0.444	0.638	3.990971879945027e-10	7.189896853441839e-25	-0.5357796962482023	0.458	0.797	1.5136889845551105e-20	1.8956784686006873e-14	1.4379793706883732e-24	PvC
Smim14	7.391870832807298e-9	-0.30610554728104516	0.327	0.518	1.5562105664309204e-4	7.626200606907982e-25	-0.38658764284728486	0.27	0.662	1.6055440137723375e-20	7.391870832807298e-9	1.5252401213815983e-24	PvC
Psap	1.0180174439314521e-19	-0.41759943520125087	0.663	0.759	2.1432321247088862e-15	9.010009128756656e-25	-0.43507746941315095	0.668	0.858	1.8968772218771388e-20	1.0180174439314521e-19	1.8020018257513338e-24	PvC
Maged2	1.7969008241475853e-11	-0.45578508540945584	0.353	0.546	3.7830153050779115e-7	9.8286050736262e-25	-0.4931030725634544	0.262	0.635	2.069216226150524e-20	1.7969008241475853e-11	1.96572101472524e-24	PvC
Irf2bp2	2.0438169346016795e-8	-0.26734169825519366	0.412	0.589	4.302847792416916e-4	1.1390671370377969e-24	-0.46955886571091854	0.34	0.723	2.398078043605674e-20	2.0438169346016795e-8	2.27813427407559e-24	PvC
Dab2ip	9.832703972476588e-23	-0.46703673087051323	0.234	0.56	2.0700791673254963e-18	2.0675842085476435e-24	-0.3880686035907481	0.222	0.588	4.352885034255354e-20	9.832703972476588e-23	4.1351684170952995e-24	PvC
Cd36	2.0959022364721616e-24	-0.44617311696761575	0.057	0.284	4.412502978444842e-20	2.921584151489398e-16	-0.28815511240661656	0.076	0.277	6.1508111141306294e-12	2.921584151489398e-16	4.19180447294432e-24	PvC
Eno1	7.362140540986197e-13	-0.3198222992976337	0.214	0.454	1.549951448093824e-8	3.841275273433445e-24	-0.2546633398116319	0.155	0.507	8.087036833159431e-20	7.362140540986197e-13	7.682550546866894e-24	PvC
Col5a1	1.0423570457011003e-15	-0.5633701262560981	0.369	0.582	2.1944742883145266e-11	5.9022220725341265e-24	-0.5162416505099232	0.412	0.736	1.2425948129306096e-19	1.0423570457011003e-15	1.18044441450683e-23	PvC
Cst3	8.746530493579913e-24	-0.45017351337860045	0.842	0.837	1.8414070648133791e-19	1.5405843233230724e-20	-0.33024475119070873	0.842	0.932	3.243392175892064e-16	1.5405843233230724e-20	1.7493060987159803e-23	PvC
Arhgap10	5.715966535468918e-7	-0.2638093453600897	0.371	0.525	0.012033824347122713	1.3135431326287815e-23	-0.3555240527369659	0.247	0.642	2.7654023571233736e-19	5.715966535468918e-7	2.627086265257567e-23	PvC
Rabac1	2.7782182099870295e-15	-0.3990957279184518	0.634	0.716	5.848982797485693e-11	1.436049509181743e-23	-0.4393318069742138	0.544	0.824	3.0233150316803237e-19	2.7782182099870295e-15	2.872099018363494e-23	PvC
Cryab	2.220447480323551e-11	-0.41133208832936885	0.414	0.617	4.674708080325172e-7	1.6909849792611375e-23	-0.47849520959135894	0.395	0.777	3.5600306768384726e-19	2.220447480323551e-11	3.381969958522287e-23	PvC
Chd6	2.279149516690616e-14	-0.37697645746919517	0.273	0.532	4.798293477488754e-10	2.5493162672875608e-23	-0.33555789527777485	0.228	0.615	5.367075537520502e-19	2.279149516690616e-14	5.0986325345751434e-23	PvC
Map1lc3a	2.6017183192159716e-15	-0.4522647599228877	0.535	0.688	5.477397577445385e-11	2.9945968762268015e-23	-0.486818390100639	0.472	0.791	6.304524803520286e-19	2.6017183192159716e-15	5.989193752453629e-23	PvC
Ssbp4	2.597984910882168e-13	-0.327061346766765	0.236	0.489	5.4695376328802285e-9	3.043725264673081e-23	-0.30393642387197495	0.205	0.581	6.407954799716236e-19	2.597984910882168e-13	6.087450529346187e-23	PvC
Arhgef7	2.74484357051935e-11	-0.2868968787551309	0.241	0.468	5.778719169014387e-7	3.2443183326664293e-23	-0.4337322148729527	0.21	0.547	6.830263385762634e-19	2.74484357051935e-11	6.488636665332849e-23	PvC
Colec11	1.9021976216231006e-13	-0.5378266014613311	0.223	0.44	4.0046966528031135e-9	4.181723690019253e-23	-0.531382147384232	0.242	0.568	8.803782884597534e-19	1.9021976216231006e-13	8.363447380038504e-23	PvC
Lmod1	3.800807470629717e-15	-0.46607723033731624	0.249	0.511	8.001839967916743e-11	9.094993276260369e-23	-0.4651878636055945	0.28	0.655	1.9147689344510954e-18	3.800807470629717e-15	1.8189986552520764e-22	PvC
Idh3g	5.260397455151133e-10	-0.3079463987961657	0.281	0.496	1.1074714762329679e-5	1.0784308417846634e-22	-0.3427628366668823	0.229	0.608	2.2704204512092518e-18	5.260397455151133e-10	2.1568616835693254e-22	PvC
Ctsk	2.2197488853721396e-10	-0.2775281594535207	0.244	0.461	4.673237328373965e-6	1.1357575119164795e-22	-0.32384934262542886	0.186	0.541	2.391110289837764e-18	2.2197488853721396e-10	2.2715150238329627e-22	PvC
Higd2a	1.6276299387321996e-13	-0.29208597587247276	0.204	0.461	3.4266493100129e-9	1.295509150080324e-22	-0.36110512561512964	0.198	0.547	2.727435413664106e-18	1.6276299387321996e-13	2.591018300160652e-22	PvC
Slc50a1	4.556134811998962e-19	-0.40380903630606624	0.245	0.539	9.592030619701415e-15	1.7004823748720677e-22	-0.3161129036648641	0.205	0.568	3.580025543818164e-18	4.556134811998962e-19	3.40096474974413e-22	PvC
Ramp1	5.792682032116965e-12	-0.41142516525989786	0.244	0.461	1.2195333482215848e-7	1.713224277913948e-22	-0.42269696088083997	0.258	0.642	3.6068510722922346e-18	5.792682032116965e-12	3.426448555827903e-22	PvC
mt-Nd4l	9.634455597132191e-14	-0.45908240785193777	0.61	0.716	2.02834193686424e-9	1.7141509809372468e-22	-0.48840621895336955	0.497	0.797	3.608802060167186e-18	9.634455597132191e-14	3.4283019618745114e-22	PvC
Glycam1	7.67777354155577e-14	-0.3509533968074987	0.989	1	1.6164016637037362e-9	2.50849597229119e-22	-0.35979493889429337	0.99	1	5.2811365704646424e-18	7.67777354155577e-14	5.016991944582406e-22	PvC
Pbxip1	2.850866878878522e-17	-0.37185958300707433	0.222	0.504	6.001930040102952e-13	2.92198849456253e-22	-0.3250896129172189	0.207	0.574	6.1516623776024936e-18	2.850866878878522e-17	5.843976989125061e-22	PvC
Ebf2	6.440889838909054e-10	-0.2539362852435444	0.237	0.461	1.356000537785523e-5	3.2216132578452815e-22	-0.3279573159422801	0.21	0.581	6.782462391741671e-18	6.440889838909054e-10	6.443226515690587e-22	PvC
Col1a2	3.406823959162856e-22	-0.7969183894765116	0.545	0.766	7.17238648122556e-18	9.404402556177323e-20	-0.545377538030952	0.674	0.858	1.979908870152012e-15	9.404402556177323e-20	6.813647918325702e-22	PvC
S100a1	1.679607380746394e-13	-0.32710959253172345	0.153	0.383	3.536077418685383e-9	3.7177621598746135e-22	-0.27122644019162334	0.145	0.466	7.827004675184024e-18	1.679607380746394e-13	7.435524319749223e-22	PvC
Serf2	7.223966878461704e-19	-0.4258199844560324	0.817	0.83	1.5208617469225424e-14	4.700132462659674e-22	-0.3515305650397693	0.81	0.919	9.895188873637413e-18	7.223966878461704e-19	9.400264925319343e-22	PvC
Tmem134	1.0045191408515937e-21	-0.36368837455517455	0.215	0.553	2.11481414723486e-17	4.846438313728005e-22	-0.2912826221255283	0.189	0.554	1.020320658189157e-17	1.0045191408515937e-21	9.692876627456035e-22	PvC
Ndufa13	2.5595005685104943e-11	-0.3332649455601494	0.636	0.702	5.388516546885143e-7	1.585069251691654e-21	-0.40411419164097695	0.586	0.838	3.337046295586439e-17	2.5595005685104943e-11	3.170138503383315e-21	PvC
Ndufs8	2.5250368377539646e-15	-0.37172027796842877	0.279	0.553	5.3159600545234216e-11	1.9493766430516225e-21	-0.34488129514063465	0.25	0.622	4.104022646616581e-17	2.5250368377539646e-15	3.898753286103242e-21	PvC
Des	2.0498264224800618e-5	-0.2814982184440331	0.673	0.674	0.4315499567247274	2.051159595630863e-21	-0.5038711055515273	0.627	0.824	4.318306296681656e-17	2.0498264224800618e-5	4.102319191261741e-21	PvC
Romo1	1.2347914564731363e-8	-0.31815640893246055	0.539	0.652	2.599606453312894e-4	2.0906490591467865e-21	-0.44395296160714326	0.442	0.764	4.4014434642217297e-17	1.2347914564731363e-8	4.181298118293573e-21	PvC
Rgl1	5.717516643639176e-15	-0.2529956468670201	0.143	0.39	1.2037087789853557e-10	2.457740592310874e-21	-0.2703979168197927	0.149	0.466	5.174281268992083e-17	5.717516643639176e-15	4.915481184621752e-21	PvC
Kank2	3.098369524373956e-11	-0.30801909166155605	0.26	0.489	6.522997359664489e-7	2.4820929574056434e-21	-0.34818764183422635	0.257	0.635	5.225550303226101e-17	3.098369524373956e-11	4.964185914811287e-21	PvC
Ndufa6	6.486448141924688e-11	-0.3936601044377326	0.528	0.645	1.3655919273194046e-6	3.2283432980081695e-21	-0.4299249422360243	0.452	0.811	6.7966311452966e-17	6.486448141924688e-11	6.45668659601634e-21	PvC
Ube2h	1.2715604878798584e-12	-0.29377606677832174	0.257	0.504	2.6770162951334658e-8	4.179724014270588e-21	-0.2976697309442456	0.222	0.608	8.799572967243869e-17	1.2715604878798584e-12	8.35944802854122e-21	PvC
Fkbp10	7.478514168825439e-17	-0.3468557852906685	0.201	0.468	1.5744515879628196e-12	4.8132170254060354e-21	-0.2629351535451762	0.18	0.52	1.0133265803587326e-16	7.478514168825439e-17	9.626434050812095e-21	PvC
H1f0	7.68396475899237e-21	-0.35486724885466525	0.131	0.411	1.6177051007106635e-16	3.1805297046457575e-19	-0.29906790468196803	0.104	0.351	6.695969187190713e-15	3.1805297046457575e-19	1.5367929517984776e-20	PvC
Itgb5	3.666672514145861e-20	-0.39079643854464174	0.209	0.525	7.719445644031282e-16	7.906631920022414e-21	-0.30987876300437767	0.2	0.554	1.6645832181223187e-16	3.666672514145861e-20	1.5813263840044893e-20	PvC
Dstn	9.353558145743073e-20	-0.5055522511525755	0.7	0.816	1.9692045964232894e-15	8.961309607053321e-21	-0.4522448793274325	0.659	0.858	1.8866245115729358e-16	9.353558145743073e-20	1.7922619214106618e-20	PvC
Emc10	5.975986856406768e-8	-0.289817800327686	0.407	0.567	0.001258124512879317	9.144382245944138e-21	-0.3660018830075855	0.327	0.682	1.9251667942386192e-16	5.975986856406768e-8	1.8288764491888354e-20	PvC
Tns1	4.665562670418741e-18	-0.5129918915721801	0.514	0.688	9.822409090032576e-14	9.817901609510875e-21	-0.4356008617922864	0.529	0.804	2.0669628258503244e-16	4.665562670418741e-18	1.963580321902185e-20	PvC
Sh3pxd2a	4.0439545974926056e-17	-0.3415420275860181	0.136	0.39	8.513737614101182e-13	1.1411782394354108e-20	-0.27077976234979856	0.151	0.466	2.4025225474833705e-16	4.0439545974926056e-17	2.2823564788708262e-20	PvC
2310022B05Rik	5.436544611088713e-12	-0.3458870683864713	0.246	0.475	1.1445557369725068e-7	1.2678684072085519e-20	-0.34730174936486585	0.226	0.574	2.669243357696164e-16	5.436544611088713e-12	2.535736814417117e-20	PvC
Tgfbr3	4.475582277645547e-20	-0.345159956968292	0.139	0.411	9.42244336912717e-16	1.2984848428641227e-20	-0.257378975424039	0.162	0.486	2.7337001396818373e-16	4.475582277645547e-20	2.5969696857282508e-20	PvC
Nucb1	8.842596642657344e-9	-0.2912354440007424	0.4	0.567	1.8616318711786508e-4	1.7841540206004403e-20	-0.37084438275548953	0.333	0.703	3.756179459570107e-16	8.842596642657344e-9	3.5683080412008837e-20	PvC
Slit3	6.987227845049932e-16	-0.2524291824155732	0.102	0.326	1.471021078218362e-11	2.096531462699979e-20	-0.26069899572829314	0.117	0.399	4.413827688422266e-16	6.987227845049932e-16	4.193062925399959e-20	PvC
Angpt2	2.6969150692986557e-13	-0.4304333741767914	0.329	0.567	5.67781529539446e-9	2.381852157374703e-20	-0.4414389796277614	0.341	0.689	5.014513346920962e-16	2.6969150692986557e-13	4.76370431474941e-20	PvC
Tmem59	9.993212817932373e-10	-0.28158291314602324	0.654	0.667	2.1038710945593026e-5	2.5737921562852426e-20	-0.4059424639415611	0.561	0.831	5.418604626627322e-16	9.993212817932373e-10	5.147584312570501e-20	PvC
Sparcl1	3.688170904909317e-9	-0.378889036749091	0.668	0.73	7.764706206105585e-5	3.017182567622503e-20	-0.5028642978142738	0.589	0.824	6.352074459615656e-16	3.688170904909317e-9	6.034365135245021e-20	PvC
Spry1	2.0868519949101134e-13	-0.37372816773806933	0.35	0.617	4.393449504884262e-9	3.3714405885881556e-20	-0.42783661961215863	0.306	0.655	7.097893871154644e-16	2.0868519949101134e-13	6.742881177176302e-20	PvC
Hrct1	2.373161010026861e-11	-0.2768446885905167	0.126	0.319	4.996215874409551e-7	4.666889345569106e-20	-0.2574571773278266	0.108	0.372	9.82520213922664e-16	2.373161010026861e-11	9.333778691138199e-20	PvC
Cdh2	1.1610874669719687e-17	-0.4401573880637786	0.205	0.482	2.4444374442160857e-13	5.2192864449726345e-20	-0.33841723661104106	0.189	0.52	1.0988163752600887e-15	1.1610874669719687e-17	1.0438572889945306e-19	PvC
Pcdh7	9.340103641986065e-20	-0.38364489875878566	0.082	0.305	1.9663720197473263e-15	1.655474362994678e-17	-0.33581113313183286	0.119	0.358	3.4852701764126953e-13	1.655474362994678e-17	1.8680207283972121e-19	PvC
Uqcrh	1.176184075015617e-11	-0.30877107576254925	0.72	0.716	2.4762203331303787e-7	9.657714088790903e-20	-0.3735021696852675	0.692	0.885	2.0332385471131487e-15	1.176184075015617e-11	1.9315428177581904e-19	PvC
Trappc2l	7.940595476295891e-10	-0.2937707788037587	0.243	0.454	1.6717335656245738e-5	1.0388215216113646e-19	-0.2548128728394886	0.204	0.561	2.1870309494484058e-15	7.940595476295891e-10	2.07764304322273e-19	PvC
Abcc9	2.5161801578545245e-11	-0.478439035063899	0.403	0.582	5.297314086331131e-7	1.0475713123583658e-19	-0.47677959609197484	0.426	0.736	2.2054518839080674e-15	2.5161801578545245e-11	2.095142624716733e-19	PvC
Calm3	6.887171785551761e-14	-0.4112739907607104	0.436	0.645	1.449956276012212e-9	1.1787274806068774e-19	-0.4067183125381338	0.405	0.723	2.4815749649216587e-15	6.887171785551761e-14	2.3574549612137605e-19	PvC
Macf1	2.689373175526952e-7	-0.28900310423211173	0.626	0.688	0.005661937346436893	2.475861932901581e-19	-0.42004850690661344	0.569	0.811	5.212432127337698e-15	2.689373175526952e-7	4.951723865803178e-19	PvC
Ppp1r14a	6.2672462059015586e-18	-0.55443677184628	0.34	0.631	1.319443343728455e-13	7.515871816598724e-19	-0.5033786224372386	0.421	0.723	1.5823164935485296e-14	6.2672462059015586e-18	1.503174363319751e-18	PvC
Chrdl1	2.842045889965517e-10	-0.33020025427579935	0.151	0.326	5.983359212144402e-6	8.598835446280564e-19	-0.38645803786864585	0.214	0.52	1.810312826505447e-14	2.842045889965517e-10	1.719767089256115e-18	PvC
Klf9	1.332284964652792e-11	-0.3272726368093626	0.749	0.752	2.804859536083523e-7	1.1334938445591512e-18	-0.4164045561313072	0.656	0.838	2.386344590950381e-14	1.332284964652792e-11	2.2669876891183012e-18	PvC
Cuta	6.932533081932379e-9	-0.2611461925173011	0.291	0.496	1.4595061897392238e-4	1.2505487054212421e-18	-0.30569509097695463	0.272	0.628	2.632780189523341e-14	6.932533081932379e-9	2.501097410842484e-18	PvC
Oaf	2.9657412458846394e-11	-0.3050013735489603	0.2	0.418	6.2437750449609315e-07	1.5716477970720728e-18	-0.27417163239969916	0.185	0.493	3.308790107175835e-14	2.9657412458846394e-11	3.143295594144143e-18	PvC
Palld	3.265551762347138e-6	-0.28704234421347685	0.326	0.468	0.0687496612526943	1.78373609803182e-18	-0.4772333243885825	0.315	0.615	3.755299607186391e-14	3.265551762347138e-6	3.5674721960636514e-18	PvC
Cirbp	1.5818333858482607e-11	-0.32595830495351336	0.324	0.546	3.3302338272263434e-7	1.9099269493331435e-18	-0.28021438274054006	0.188	0.507	4.020969206431067e-14	1.5818333858482607e-11	3.819853898666304e-18	PvC
Ryk	3.671617103310204e-9	-0.3092386043229675	0.449	0.603	7.729855487598972e-5	2.0199778162409596e-18	-0.3822006302736902	0.378	0.709	4.252659296532092e-14	3.671617103310204e-9	4.039955632481924e-18	PvC
Ltbp4	2.6547661734227428e-14	-0.31389106203387407	0.119	0.34	5.589079224906901e-10	2.0460149172352046e-18	-0.28693438642031643	0.12	0.378	4.307475205255276e-14	2.6547661734227428e-14	4.092029834470404e-18	PvC
Serpine2	2.1717839153493708e-18	-0.4548623193996117	0.221	0.518	4.57225667698503e-14	8.514006092347328e-9	-0.29658108033592095	0.203	0.392	1.792453702621883e-4	8.514006092347328e-9	4.343567830698749e-18	PvC
Ehd2	1.2748013468590942e-8	-0.30786883174739454	0.62	0.681	2.683839275542451e-4	9.61754331380851e-18	-0.3889293544891165	0.578	0.797	2.0247813938561056e-13	1.2748013468590942e-8	1.923508662761702e-17	PvC
Ajuba	9.898454665884414e-17	-0.3359534269816683	0.172	0.44	2.0839216608086455e-12	1.1109616290163905e-17	-0.27458544522184314	0.159	0.446	2.338907517568207e-13	9.898454665884414e-17	2.2219232580327798e-17	PvC
Atp5d	1.6788393097487167e-10	-0.3067297043077044	0.711	0.716	3.534460398813973e-6	1.2955197691311546e-17	-0.3898229632966562	0.608	0.824	2.7274577699518196e-13	1.6788393097487167e-10	2.591039538262307e-17	PvC
Syne2	3.5884908684171444e-10	-0.34058868882232973	0.34	0.567	7.554849825278614e-6	1.3549320965912708e-17	-0.3189077370904526	0.281	0.649	2.8525385429536027e-13	3.5884908684171444e-10	2.709864193182549e-17	PvC
Epha3	5.371846017494251e-12	-0.2978932826331611	0.075	0.234	1.1309347420630647e-7	1.3874867905585161e-17	-0.3321982690988091	0.084	0.291	2.921075940162844e-13	5.371846017494251e-12	2.7749735811170412e-17	PvC
mt-Nd3	8.45197743088117e-14	-0.38461368623683145	0.78	0.766	1.7793948085234126e-9	1.408077360962189e-17	-0.38856078403494754	0.667	0.851	2.9644252680336964e-13	8.45197743088117e-14	2.81615472192438e-17	PvC
Dmd	3.7436032565875516e-17	-0.4791770634827253	0.378	0.638	7.881407936093772e-13	1.503399854062241e-17	-0.37840642304065775	0.3	0.622	3.165107712757236e-13	3.7436032565875516e-17	3.006799708124484e-17	PvC
Col5a2	2.4258978495931874e-17	-0.5524049478831425	0.5	0.688	5.107242742748537e-13	1.0576690601914007e-16	-0.42950973388770886	0.532	0.743	2.2267106724209558e-12	1.0576690601914007e-16	4.8517956991863736e-17	PvC
Ecm1	7.6034458620368345e-6	-0.28148359690837926	0.393	0.518	0.16007534573346147	2.7719840323165484e-17	-0.3727413992665268	0.387	0.723	5.835857983236029e-13	7.6034458620368345e-6	5.5439680646330943e-17	PvC
Mtus1	3.947930200749497e-9	-0.28451083239820746	0.204	0.404	8.311577451637915e-5	3.440178768502792e-17	-0.2839747805809937	0.18	0.486	7.242608361328928e-13	3.947930200749497e-9	6.880357537005581e-17	PvC
Tcf7l2	4.011557098313537e-17	-0.3834884241384901	0.247	0.546	8.445531159079489e-13	9.50350890745199e-17	-0.2579593699202473	0.211	0.541	2.0007737302858674e-12	9.50350890745199e-17	8.023114196627111e-17	PvC
Inpp4b	6.838378576733375e-15	-0.40332410165146954	0.241	0.504	1.4396838417596775e-10	4.831458788445201e-17	-0.2929877092077325	0.212	0.547	1.0171670187313681e-12	6.838378576733375e-15	9.662917576890405e-17	PvC
C1qtnf6	5.812769579549108e-9	-0.30713738497025017	0.293	0.489	1.2237623795824737e-4	4.835915298397435e-17	-0.3256804247118736	0.332	0.689	1.018105247771612e-12	5.812769579549108e-9	9.671830596794877e-17	PvC
Uqcr11	5.557351196600357e-8	-0.2753830207779556	0.644	0.681	0.001169989147420273	5.955460797456933e-17	-0.3671245060473264	0.604	0.824	1.253803161688608e-12	5.557351196600357e-8	1.191092159491388e-16	PvC
Vtn	3.385647427548528e-9	-0.41173354257963196	0.396	0.56	7.127803529217916e-5	1.2757326930808218e-16	-0.42711030808378786	0.309	0.601	2.6858000387430543e-12	3.385647427548528e-9	2.5514653861616417e-16	PvC
Pi15	1.2868631705032966e-16	-0.4173693749529215	0.106	0.326	2.7092330328605902e-12	2.3118217346437805e-14	-0.38895566838333406	0.134	0.351	4.867078297945551e-10	2.3118217346437805e-14	2.573726341006598e-16	PvC
Notch3	8.697999751527382e-11	-0.34986293114734734	0.696	0.702	1.8311898876890598e-6	1.5308148503631387e-16	-0.37776474297132223	0.651	0.811	3.222824504469516e-12	8.697999751527382e-11	3.061629700726278e-16	PvC
Rsu1	1.811402219773542e-7	-0.28324215167836453	0.577	0.645	0.003813545093289238	1.961233991960249e-16	-0.34899710502975023	0.475	0.757	4.128985923273912e-12	1.811402219773542e-7	3.9224679839204953e-16	PvC
Fam162a	2.54621720349945e-10	-0.3837559843861825	0.375	0.553	5.360551078527392e-6	2.6334534958747833e-16	-0.36051743860576	0.333	0.669	5.5442096448651815e-12	2.54621720349945e-10	5.266906991749592e-16	PvC
Sri	3.120354365194962e-7	-0.2959943574650594	0.546	0.617	0.006569282045044954	3.3447759568175667e-16	-0.368046165622252	0.453	0.743	7.041756821888023e-12	3.120354365194962e-7	6.689551913635155e-16	PvC
Kdelr1	8.424320582546995e-9	-0.33516763627651175	0.389	0.56	1.7735722122436188e-4	3.831105265911941e-16	-0.2972596404906147	0.324	0.682	8.065625916324409e-12	8.424320582546995e-9	7.662210531823896e-16	PvC
Erp29	1.7744559993354475e-7	-0.2761220882392836	0.379	0.539	0.0037357622154009177	4.34988526212361e-16	-0.31966352946960336	0.312	0.669	9.157813442348836e-12	1.7744559993354475e-7	8.699770524247243e-16	PvC
Maged1	5.022263005505759e-16	-0.3839445184306409	0.339	0.617	1.0573370305491273e-11	6.570582189084123e-15	-0.2910473427253821	0.318	0.662	1.3833046682678804e-10	6.570582189084123e-15	1.0044526011011515e-15	PvC
Map3k20	1.3290470742286668e-10	-0.37053118051744127	0.326	0.532	2.798042805373612e-6	5.2831918781778465e-16	-0.3129941997377014	0.29	0.635	1.112270386112782e-11	1.3290470742286668e-10	1.0566383756355736e-15	PvC
