gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	subtype
Tgtp2	2.2554920581357325e-297	0.729624699418608	0.734	0.259	4.70382868724207e-293	5.65262992568058e-293	0.7668697555908548	0.759	0.316	1.178855971000685e-288	0	0.8226240519479389	0.749	0.176	0	5.65262992568058e-293	0	BEC
Cd200	2.1450672506571126e-291	0.5341273740150907	0.908	0.722	4.473537751245408e-287	0	0.5564822520984549	0.915	0.737	0	0	0.537708819348991	0.92	0.704	0	2.1450672506571126e-291	0	BEC
Txn1	3.7348915153628494e-291	0.5810730038121288	0.974	0.864	7.789116255289222e-287	2.464239777890048e-298	0.6547373527244209	0.966	0.866	5.139172056789695e-294	0	0.5258667864493256	0.97	0.872	0	3.7348915153628494e-291	0	PvC
H2-Q4	8.642056418340156e-291	0.6028223911036275	0.869	0.64	1.8023008660448394e-286	5.49281864680635e-301	0.5658437715279738	0.873	0.691	1.1455273287914643e-296	0	0.6127236626478707	0.892	0.617	0	8.642056418340156e-291	0	BEC
Pnp	1.2009937834916174e-293	1.0765903017598664	0.907	0.371	2.5046725354717684e-289	1.549795351828894e-290	1.1612319097978356	0.894	0.334	3.2320982062391583e-286	0	1.0436594691564092	0.856	0.313	0	1.549795351828894e-290	0	PvC
Timp3	1.0376026016318413e-288	0.5464409331036619	0.93	0.749	2.163920225703205e-284	0	0.5445456466239535	0.931	0.785	0	0	0.6284531389794168	0.95	0.722	0	1.0376026016318413e-288	0	BEC
Dtx3l	1.5699878916065618e-286	0.7181580027436479	0.765	0.328	3.2742097479454846e-282	6.196417176256628e-291	0.7422755859485536	0.749	0.326	1.2922628021083198e-286	0	0.9083602452700952	0.815	0.271	0	1.5699878916065618e-286	0	BEC
Psmb8	2.8453856094933766e-296	0.9831365923467154	0.935	0.504	5.934051688598436e-292	1.8042123111564851e-286	0.9877722417069669	0.927	0.538	3.76268477491685e-282	1.3308743849624585e-296	0.7982712811729163	0.886	0.546	2.7755385298392072e-292	1.8042123111564851e-286	3.992623154887581e-296	PvC
Adamts4	0	0.80686933097473	0.626	0.111	0	9.548783203792992e-286	0.8207881635456469	0.619	0.121	1.9913987371510284e-281	0	0.7960605150628999	0.628	0.108	0	9.548783203792992e-286	0	BEC
Fndc3a	0	0.8262706786914447	0.754	0.32	0	2.365621364834157e-285	0.7824204010575551	0.75	0.359	4.933503356361635e-281	0	0.7827360799651029	0.759	0.313	0	2.365621364834157e-285	0	BEC
Tap1	0	1.084039067053511	0.923	0.285	0	8.089264146918532e-285	1.065218365347745	0.884	0.288	1.6870160378398598e-280	0	0.9387996633465572	0.861	0.308	0	8.089264146918532e-285	0	PvC
Sp110	2.099887641374742e-299	0.7385997348603142	0.749	0.294	4.379315676087025e-295	1.0347606520577492e-283	0.731871913843813	0.744	0.318	2.157993339866436e-279	0	0.7631791926025139	0.764	0.26	0	1.0347606520577492e-283	0	BEC
Phf11b	2.0597055080351793e-303	1.131086575258417	0.823	0.045	4.295515837007367e-299	4.446435250350508e-282	1.1283435508461248	0.788	0.033	9.273040714605984e-278	0	1.0049855111809254	0.719	0.048	0	4.446435250350508e-282	0	PvC
Parp14	2.4354807217546775e-281	0.7115723425987415	0.822	0.505	5.07919504521938e-277	1.6465797245681504e-281	0.7311642075550827	0.802	0.51	3.4339420155868774e-277	0	0.8370165479880094	0.859	0.448	0	2.4354807217546775e-281	0	BEC
Trafd1	7.231712610705462e-281	0.7169086918073349	0.765	0.363	1.508173664962624e-276	1.0742400028186926e-302	0.7585806584385769	0.774	0.379	2.2403275258783832e-298	0	0.7560637560863308	0.792	0.314	0	7.231712610705462e-281	0	BEC
Trim30a	1.9184277147204853e-282	1.0664046036140764	0.877	0.204	4.0008809990495723e-278	3.3510578098915363e-280	1.1301097301966823	0.85	0.169	6.9886310625287986e-276	0	1.0954238704133277	0.83	0.174	0	3.3510578098915363e-280	0	PvC
B2m	2.4028892325229607e-292	0.4068884937388577	0.998	0.953	5.0112254944266344e-288	2.0395057572852564e-279	0.4125362599738205	0.996	0.958	4.2533892568184024e-275	0	0.40984553462364004	0.998	0.965	0	2.0395057572852564e-279	0	PvC
Irgm1	2.50785772091588e-278	0.9926516646379754	0.899	0.296	5.230137276970068e-274	1.5627788346902918e-286	1.093871255178673	0.906	0.287	3.2591752597466037e-282	0	1.076416100178551	0.883	0.272	0	2.50785772091588e-278	0	PvC
Ifi47	3.534836277104483e-278	0.9435323662769947	0.935	0.476	7.371901055901399e-274	1.0900535751362601e-281	1.0379309848159894	0.922	0.436	2.2733067309466706e-277	0	0.8896110578819059	0.888	0.421	0	3.534836277104483e-278	0	PvC
Il15	0	0.7820594009403413	0.685	0.16	0	4.255076438300965e-278	0.7202202203083885	0.65	0.169	8.873961912076663e-274	0	0.7768603864155281	0.689	0.15	0	4.255076438300965e-278	0	BEC
Tspo	5.6398216776090674e-278	0.8509017059301989	0.942	0.653	1.176184810865371e-273	8.674798338832732e-278	0.850085586708653	0.932	0.699	1.8091291935635661e-273	0	0.8250114773841927	0.925	0.654	0	8.674798338832732e-278	0	PvC
Xdh	1.6954350164425926e-276	1.042925537563947	0.846	0.162	3.5358297267910266e-272	1.2489229017064807e-278	1.12695900922457	0.837	0.145	2.604628711508865e-274	0	1.045365677001213	0.772	0.116	0	1.6954350164425926e-276	0	PvC
Olfr56	0	0.5878074613397235	0.586	0.047	0	8.734789030120846e-276	0.5716887781325842	0.559	0.061	1.8216402522317024e-271	0	0.5868015264310081	0.571	0.044	0	8.734789030120846e-276	0	BEC
Sp140	8.755345059001346e-300	0.6753639844620928	0.645	0.14	1.8259272120547306e-295	5.3927133237409915e-275	0.6724668782021781	0.632	0.14	1.1246503636661838e-270	0	0.6925567453514226	0.654	0.115	0	5.3927133237409915e-275	0	BEC
Samhd1	5.852501396466392e-275	0.9899388257822896	0.894	0.35	1.220539166233066e-270	1.60223926925792e-284	1.0922193023352342	0.888	0.328	3.3414699960373923e-280	0	0.9747655983348411	0.845	0.34	0	5.852501396466392e-275	0	PvC
Psme1	4.5771521529944875e-289	0.8008307891569408	0.946	0.692	9.545650815070003e-285	7.846557790699191e-274	0.802435184514284	0.929	0.686	1.6363996272503164e-269	0	0.721031236475176	0.924	0.707	0	7.846557790699191e-274	0	PvC
Samd9l	5.361477278985837e-273	0.7052900251502001	0.808	0.462	1.1181360865324962e-268	0	0.8036197588315601	0.818	0.458	0	0	0.8196272079780349	0.844	0.419	0	5.361477278985837e-273	0	BEC
Ms4a4d	5.416748197757547e-281	0.9107201818665007	0.923	0.543	1.1296628366423364e-276	1.0364575301046581e-271	0.9721180101539181	0.898	0.531	2.1615321790332645e-267	0	0.9020259041378517	0.887	0.519	0	1.0364575301046581e-271	0	PvC
Cfb	0	0.8812846397275529	0.8	0.3	0	4.767879545167359e-271	0.7945248252778861	0.784	0.345	9.943412791446527e-267	0	0.9938698167932981	0.85	0.286	0	4.767879545167359e-271	0	BEC
Rnf213	1.6669486969339572e-269	0.9541669236348438	0.9	0.349	3.476421507455768e-265	3.0652976191452195e-270	1.0167866937802406	0.882	0.329	6.392678184727355e-266	0	1.0203526108735317	0.889	0.319	0	1.6669486969339572e-269	0	PvC
Slfn9	1.0082381372291371e-268	0.5787562348210741	0.572	0.085	2.102680635191365e-264	2.9802140808171426e-294	0.6625944940181235	0.58	0.057	6.215236465544151e-290	0	0.5714360658890555	0.551	0.063	0	1.0082381372291371e-268	0	BEC
Nt5c3	1.291697275481287e-267	0.6048690869041979	0.634	0.162	2.6938346680162242e-263	2.9682186073983927e-277	0.6633288490189414	0.65	0.165	6.1902199057293475e-273	0	0.6066296072934918	0.648	0.166	0	1.291697275481287e-267	0	BEC
Samd9l	2.062327808414336e-279	1.019539895298572	0.892	0.294	4.300984644448098e-275	5.956201800265164e-267	1.0633106121125184	0.858	0.248	1.2421658854453e-262	0	1.0370449374715278	0.85	0.259	0	5.956201800265164e-267	0	PvC
Xdh	7.974711457340053e-267	0.6675998976972572	0.661	0.176	1.663126074428268e-262	3.91458991685577e-273	0.7265496176475259	0.655	0.173	8.163877271602708e-269	0	0.7875479453981414	0.702	0.139	0	7.974711457340053e-267	0	BEC
